Quiz ID,Quiz Title,Question ID,Question Description,Option ID,Option Text,Is Correct
43,Structural Organisation in Animals and Plants (7),1952,A muscle fibre tapers at ends and does not show striations is :,7825,Striated muscle fibre,False
43,Structural Organisation in Animals and Plants (7),1953,Structural organisation in animals attains different levels as cell–organ–organ system. What is missing in this chain ?,7826,Molecule,False
43,Structural Organisation in Animals and Plants (7),1953,Structural organisation in animals attains different levels as cell–organ–organ system. What is missing in this chain ?,7827,Tissue,True
43,Structural Organisation in Animals and Plants (7),1953,Structural organisation in animals attains different levels as cell–organ–organ system. What is missing in this chain ?,7828,Atom,False
43,Structural Organisation in Animals and Plants (7),1953,Structural organisation in animals attains different levels as cell–organ–organ system. What is missing in this chain ?,7829,Organism,False
43,Structural Organisation in Animals and Plants (7),1954,Which is not a common property of a muscle fibre and a nerve fibre ?,7830,Excitability,False
43,Structural Organisation in Animals and Plants (7),1954,Which is not a common property of a muscle fibre and a nerve fibre ?,7831,Conductivity,False
43,Structural Organisation in Animals and Plants (7),1954,Which is not a common property of a muscle fibre and a nerve fibre ?,7832,Both (1) & (2),False
43,Structural Organisation in Animals and Plants (7),1954,Which is not a common property of a muscle fibre and a nerve fibre ?,7833,Contracitility,True
43,Structural Organisation in Animals and Plants (7),1955,Mark the odd one :,7834,Areolar tissue,False
43,Structural Organisation in Animals and Plants (7),1955,Mark the odd one :,7835,Blood,False
43,Structural Organisation in Animals and Plants (7),1955,Mark the odd one :,7836,Neuron,True
43,Structural Organisation in Animals and Plants (7),1955,Mark the odd one :,7837,Tendon,False
43,Structural Organisation in Animals and Plants (7),1956,Mark the odd one :,7838,RBC,False
43,Structural Organisation in Animals and Plants (7),1956,Mark the odd one :,7839,WBC,False
43,Structural Organisation in Animals and Plants (7),1956,Mark the odd one :,7840,Platelets,False
43,Structural Organisation in Animals and Plants (7),1956,Mark the odd one :,7841,Cartilage,True
43,Structural Organisation in Animals and Plants (7),1957,Mark the odd one :,7842,Exocrine,False
43,Structural Organisation in Animals and Plants (7),1957,Mark the odd one :,7843,Endocrine,False
43,Structural Organisation in Animals and Plants (7),1957,Mark the odd one :,7844,Salivary gland,False
43,Structural Organisation in Animals and Plants (7),1957,Mark the odd one :,7845,Ligament,True
43,Structural Organisation in Animals and Plants (7),1958,Mark the incorrect match :,7846,Compound epithelium  – Skin,False
43,Structural Organisation in Animals and Plants (7),1958,Mark the incorrect match :,7847,Osteocytes –  Bone,False
43,Structural Organisation in Animals and Plants (7),1958,Mark the incorrect match :,7848,Fibroblasts   –  Blood,True
43,Structural Organisation in Animals and Plants (7),1958,Mark the incorrect match :,7849,Chondrocytes –  Cartilage,False
43,Structural Organisation in Animals and Plants (7),1959,Many years old 'mummies' still have their arteries intact due to well preserved :,7850,Collagen fibres,False
43,Structural Organisation in Animals and Plants (7),1959,Many years old 'mummies' still have their arteries intact due to well preserved :,7851,Elastic fibres,True
43,Structural Organisation in Animals and Plants (7),1959,Many years old 'mummies' still have their arteries intact due to well preserved :,7852,Reticulin fibres,False
43,Structural Organisation in Animals and Plants (7),1959,Many years old 'mummies' still have their arteries intact due to well preserved :,7853,Tunica intima,False
43,Structural Organisation in Animals and Plants (7),1960,"Bone is a solid, rigid connective tissue. If the bone is put into KOH, then the bone will :",7854,Become decalcified,False
43,Structural Organisation in Animals and Plants (7),1960,"Bone is a solid, rigid connective tissue. If the bone is put into KOH, then the bone will :",7855,Become soft,False
43,Structural Organisation in Animals and Plants (7),1960,"Bone is a solid, rigid connective tissue. If the bone is put into KOH, then the bone will :",7856,Become flexible,False
43,Structural Organisation in Animals and Plants (7),1960,"Bone is a solid, rigid connective tissue. If the bone is put into KOH, then the bone will :",7857,Remain unchanged,True
43,Structural Organisation in Animals and Plants (7),1961,Neurons which connect the central nervous system to the receptors are :,7858,Sensory neurons,True
43,Structural Organisation in Animals and Plants (7),1961,Neurons which connect the central nervous system to the receptors are :,7859,Motor neurons,False
43,Structural Organisation in Animals and Plants (7),1961,Neurons which connect the central nervous system to the receptors are :,7860,Interneurons,False
43,Structural Organisation in Animals and Plants (7),1961,Neurons which connect the central nervous system to the receptors are :,7861,Both (B) & (C),False
43,Structural Organisation in Animals and Plants (7),1962,Which type of neuron dominates in the CNS ?,7862,Sensory,False
43,Structural Organisation in Animals and Plants (7),1962,Which type of neuron dominates in the CNS ?,7863,Motor,False
43,Structural Organisation in Animals and Plants (7),1962,Which type of neuron dominates in the CNS ?,7864,Efferent,False
43,Structural Organisation in Animals and Plants (7),1962,Which type of neuron dominates in the CNS ?,7865,Interneurons,True
43,Structural Organisation in Animals and Plants (7),1963,Mark the connective tissue which is without fibres and matrix is not secreted by its cellular component :,7866,Areolar tissue,False
43,Structural Organisation in Animals and Plants (7),1963,Mark the connective tissue which is without fibres and matrix is not secreted by its cellular component :,7867,Adipose tissue,False
43,Structural Organisation in Animals and Plants (7),1963,Mark the connective tissue which is without fibres and matrix is not secreted by its cellular component :,7868,Blood,True
43,Structural Organisation in Animals and Plants (7),1963,Mark the connective tissue which is without fibres and matrix is not secreted by its cellular component :,7869,Cartilage,False
43,Structural Organisation in Animals and Plants (7),1964,The percentage of inorganic and organic parts in the matrix of a bone is,7870,"40% inorganic, 60% organic",False
43,Structural Organisation in Animals and Plants (7),1964,The percentage of inorganic and organic parts in the matrix of a bone is,7871,"62% inorganic, 38% organic",False
43,Structural Organisation in Animals and Plants (7),1964,The percentage of inorganic and organic parts in the matrix of a bone is,7872,"70% inorganic, 30% organic",True
43,Structural Organisation in Animals and Plants (7),1964,The percentage of inorganic and organic parts in the matrix of a bone is,7873,"85% inorganic, 15% organic",False
